Benchmark Name,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10,Iteration 11,Iteration 12,Iteration 13,Iteration 14,Iteration 15,Iteration 16,Iteration 17,Iteration 18,Iteration 19,Iteration 20,Iteration 21,Iteration 22,Iteration 23,Iteration 24,Iteration 25,Iteration 26,Iteration 27,Iteration 28,Iteration 29,Iteration 30
io.reactivex.rxjava3.internal.operators.flowable.FlowableRangeLongTest._Benchmark.benchmark_conditionalFastPathCancel$ ===,4674650.823,4687696.756,4676066.073,4684830.675,4706932.431,4692420.988,4721624.472,4692457.386,4673204.774,4702449.138,4675996.953,4711372.021,4702749.141,4719298.857,4695368.731,4727727.802,4666588.966,4691906.659,4685424.791,4716903.029,4671262.447,4695793.311,4699952.944,4673112.756,4718613.782,4689835.816,4684797.625,4723715.157,4714176.684,4666907.708
io.reactivex.rxjava3.internal.operators.observable.ObservableCreateTest._Benchmark.benchmark_nullValueSync$ ===,820381.147,822274.087,824975.612,821124.6,825792.664,824463.341,824325.126,823590.188,821897.67,823963.452,818576.169,821836.743,824642.798,822161.533,824400.47,825610.381,822000.241,819779.854,815903.131,824804.545,825206.438,823222.811,825775.97,821566.177,825080.051,824077.796,825743.941,826326.321,821992.284,823534.063
io.reactivex.rxjava3.internal.operators.observable.ObservableFromCompletableTest._Benchmark.benchmark_cancelWhileRunning$ ===,8719092.125,8642293.289,8649234.025,8695483.751,8671226.356,8717296.119,8733763.959,8735689.939,8770516.038,8704047.754,8715767.618,8610248.806,8702057.44,8654669.118,8705798.983,8717913.275,8660597.919,8718835.438,8748532.726,8699459.328,8704040.818,8691869.981,8597632.179,8681948.07,8709967.186,8635365.404,8654446.853,8646306.985,8701635.03,8764888.674
io.reactivex.rxjava3.internal.operators.single.SingleOnErrorCompleteTest._Benchmark.benchmark_isDisposed$ ===,8614950.915,8955392.855,8649935.57,8633698.634,8630553.852,8775331.132,8921456.644,8830648.877,8932340.057,8917959.499,8616435.636,8781462.67,8663391.001,8909076.166,8711562.39,8699474.31,8848566.684,8941370.596,8726061.001,8623150.782,8620753.988,8798472.523,8949871.693,8712175.083,8916103.735,8737508.564,8811964.163,8716640.721,8702100.663,8603475.504
io.reactivex.rxjava3.internal.operators.flowable.FlowablePublishTest._Benchmark.benchmark_disposeResets$ ===,1436218.193,1401017.894,1430660.296,1418147.881,1395461.588,1429966.78,1421558.32,1407160.657,1427362.855,1408176.042,1417505.448,1414533.772,1429398.334,1400285.676,1429379.309,1384789.296,1410760.662,1413321.623,1409436.067,1427864.436,1413778.382,1410327.995,1433587.555,1404204.894,1397176.596,1397494.259,1402776.632,1390978.496,1439201.049,1413322.004
io.reactivex.rxjava3.internal.jdk8.FlowableFromStreamTest._Benchmark.benchmark_many$ ===,4194177.751,4207764.129,4192447.349,4196637.097,4200278.074,4205641.63,4194366.415,4195370.488,4184804.069,4201111.898,4206895.977,4213766.352,4186720.427,4211632.899,4174175.811,4187014.781,4207111.252,4186515.973,4206048.805,4208291.297,4201503.493,4209187.919,4214315.39,4196756.574,4195885.664,4220145.169,4181955.828,4182836.397,4177918.144,4191987.442
io.reactivex.rxjava3.internal.operators.flowable.FlowableFlatMapTest._Benchmark.benchmark_flatMapBiMapperMaxConcurrency$ ===,1658435.907,1639997.146,1670268.379,1624506.796,1663338.857,1631281.133,1648213.863,1628477.346,1660240.63,1635798.21,1637309.864,1657419.976,1670868.018,1628228.191,1647169.722,1644485.031,1663351.48,1633928.019,1642718.19,1621421.463,1667861.808,1634368.125,1636074.26,1653074.679,1664358.259,1621660.664,1624303.901,1668530.685,1649436.018,1618394.904
io.reactivex.rxjava3.internal.operators.single.SingleFlatMapIterableFlowableTest._Benchmark.benchmark_iteratorCrash$ ===,805108.547,803830.895,803679.868,804943.192,802819.194,804136.95,807475.473,800975.273,805412.634,802509.065,799910.705,802273.653,804977.289,805324.225,801928.93,803971.312,803544.386,801752.401,799237.005,802715.311,802889.62,804059.697,803167.872,804159.861,803341.762,802302.455,802078.999,804031.277,805055.37,803266.207
io.reactivex.rxjava3.internal.operators.flowable.FlowableDoFinallyTest._Benchmark.benchmark_normalEmpty$ ===,7895003.311,7803412.161,7827607.539,7807201.078,7837546.7,7892663.785,7859002.987,7863393.337,7884556.193,7863601.14,7866347.622,7877198.257,7834943.657,7786838.835,7685060.79,7678509.385,7847184.283,7731255.812,7822619.184,7897669.355,7795885.018,7785168.735,7931027.004,7910154.205,7834672.125,7716369.515,7814198.841,7858597.107,7914925.286,7855197.168
io.reactivex.rxjava3.internal.operators.maybe.MaybeDelaySubscriptionTest._Benchmark.benchmark_doubleOnSubscribePublisher$ ===,710191.182,714494.417,711374.572,713635.091,710006.003,713698.164,710277.896,710974.458,711770.631,712997.086,711492.608,710146.887,711224.721,711090.28,712856.588,710941.838,713932.333,703165.023,708490.296,712728.952,712379.969,713831.591,709113.659,709671.35,710659.915,715804.253,711858.68,710132.48,711850.489,711825.596
